date,close
7/1/15,2079.649902
6/1/15,2063.110107
5/1/15,2107.389893
4/1/15,2085.51001
3/2/15,2067.889893
2/2/15,2104.5
1/2/15,1994.98999
12/1/14,2058.899902
11/3/14,2067.560059
10/1/14,2018.050049
9/2/14,1972.290039
8/1/14,2003.369995
7/1/14,1930.670044
6/2/14,1960.22998
5/1/14,1923.569946
4/1/14,1883.949951
3/3/14,1872.339966
2/3/14,1859.449951
1/2/14,1782.589966
12/2/13,1848.359985
11/1/13,1805.810059
10/1/13,1756.540039
9/3/13,1681.550049
8/1/13,1632.969971
7/1/13,1685.72998
6/3/13,1606.280029
5/1/13,1630.73999
4/1/13,1597.569946
3/1/13,1569.189941
2/1/13,1514.680054
1/2/13,1498.109985
12/3/12,1426.189941
11/1/12,1416.180054
10/1/12,1412.160034
9/4/12,1440.670044
8/1/12,1406.579956
7/2/12,1379.319946
6/1/12,1362.160034
5/1/12,1310.329956
4/2/12,1397.910034
3/1/12,1408.469971
2/1/12,1365.680054
1/3/12,1312.410034
12/1/11,1257.599976
11/1/11,1246.959961
10/3/11,1253.300049
9/1/11,1131.420044
8/1/11,1218.890015
7/1/11,1292.280029
6/1/11,1320.640015
5/2/11,1345.199951
4/1/11,1363.609985
3/1/11,1325.829956
2/1/11,1327.219971
1/3/11,1286.119995
12/1/10,1257.640015
11/1/10,1180.550049
10/1/10,1183.26001
9/1/10,1141.199951
8/2/10,1049.329956
7/1/10,1101.599976
6/1/10,1030.709961
5/3/10,1089.410034
4/1/10,1186.689941
3/1/10,1169.430054
2/1/10,1104.48999
1/4/10,1073.869995
12/1/09,1115.099976
11/2/09,1095.630005
10/1/09,1036.189941
9/1/09,1057.079956
8/3/09,1020.619995
7/1/09,987.47998
6/1/09,919.320007
5/1/09,919.140015
4/1/09,872.809998
3/2/09,797.869995
2/2/09,735.090027
1/2/09,825.880005
12/1/08,903.25
11/3/08,896.23999
10/1/08,968.75
9/2/08,1166.359985
8/1/08,1282.829956
7/1/08,1267.380005
6/2/08,1280
5/1/08,1400.380005
4/1/08,1385.589966
3/3/08,1322.699951
2/1/08,1330.630005
1/2/08,1378.550049
12/3/07,1468.359985
11/1/07,1481.140015
10/1/07,1549.380005
9/4/07,1526.75
8/1/07,1473.98999
7/2/07,1455.27002
6/1/07,1503.349976
5/1/07,1530.619995
4/2/07,1482.369995
3/1/07,1420.859985
2/1/07,1406.819946
1/3/07,1438.23999
12/1/06,1418.300049
11/1/06,1400.630005
10/2/06,1377.939941
9/1/06,1335.849976
8/1/06,1303.819946
7/3/06,1276.660034
6/1/06,1270.199951
5/1/06,1270.089966
4/3/06,1310.609985
3/1/06,1294.869995
2/1/06,1280.660034
1/3/06,1280.079956
12/1/05,1248.290039
11/1/05,1249.47998
10/3/05,1207.01001
9/1/05,1228.810059
8/1/05,1220.329956
7/1/05,1234.180054
6/1/05,1191.329956
5/2/05,1191.5
4/1/05,1156.849976
3/1/05,1180.589966
2/1/05,1203.599976
1/3/05,1181.27002
12/1/04,1211.920044
11/1/04,1173.819946
10/1/04,1130.199951
9/1/04,1114.579956
8/2/04,1104.23999
7/1/04,1101.719971
6/1/04,1140.839966
5/3/04,1120.680054
4/1/04,1107.300049
3/1/04,1126.209961
2/2/04,1144.939941
1/2/04,1131.130005
12/1/03,1111.920044
11/3/03,1058.199951
10/1/03,1050.709961
9/2/03,995.969971
8/1/03,1008.01001
7/1/03,990.309998
6/2/03,974.5
5/1/03,963.590027
4/1/03,916.919983
3/3/03,848.179993
2/3/03,841.150024
1/2/03,855.700012
12/2/02,879.820007
11/1/02,936.309998
10/1/02,885.76001
9/3/02,815.280029
8/1/02,916.070007
7/1/02,911.619995
6/3/02,989.820007
5/1/02,1067.140015
4/1/02,1076.920044
3/1/02,1147.390015
2/1/02,1106.72998
1/2/02,1130.199951
12/3/01,1148.079956
11/1/01,1139.449951
10/1/01,1059.780029
9/4/01,1040.939941
8/1/01,1133.579956
7/2/01,1211.22998
6/1/01,1224.380005
5/1/01,1255.819946
4/2/01,1249.459961
3/1/01,1160.329956
2/1/01,1239.939941
1/2/01,1366.01001
12/1/00,1320.280029
11/1/00,1314.949951
10/2/00,1429.400024
9/1/00,1436.51001
8/1/00,1517.680054
7/3/00,1430.829956
6/1/00,1454.599976
5/1/00,1420.599976
4/3/00,1452.430054
3/1/00,1498.579956
2/1/00,1366.420044
1/3/00,1394.459961
12/1/99,1469.25
11/1/99,1388.910034
10/1/99,1362.930054
9/1/99,1282.709961
8/2/99,1320.410034
7/1/99,1328.719971
6/1/99,1372.709961
5/3/99,1301.839966
4/1/99,1335.180054
3/1/99,1286.369995
2/1/99,1238.329956
1/4/99,1279.640015
12/1/98,1229.22998
11/2/98,1163.630005
10/1/98,1098.670044
9/1/98,1017.01001
8/3/98,957.280029
7/1/98,1120.670044
6/1/98,1133.839966
5/1/98,1090.819946
4/1/98,1111.75
3/2/98,1101.75
2/2/98,1049.339966
1/2/98,980.280029
12/1/97,970.429993
11/3/97,955.400024
10/1/97,914.619995
9/2/97,947.280029
8/1/97,899.469971
7/1/97,954.309998
6/2/97,885.140015
5/1/97,848.280029
4/1/97,801.340027
3/3/97,757.119995
2/3/97,790.820007
1/2/97,786.159973
12/2/96,740.73999
11/1/96,757.02002
10/1/96,705.27002
9/3/96,687.330017
8/1/96,651.98999
7/1/96,639.950012
6/3/96,670.630005
5/1/96,669.119995
4/1/96,654.169983
3/1/96,645.5
2/1/96,640.429993
1/2/96,636.02002
12/1/95,615.929993
11/1/95,605.369995
10/2/95,581.5
9/1/95,584.409973
8/1/95,561.880005
7/3/95,562.059998
6/1/95,544.75
5/1/95,533.400024
4/3/95,514.710022
3/1/95,500.709991
2/1/95,487.390015
1/3/95,470.420013
12/1/94,459.269989
11/1/94,453.690002
10/3/94,472.350006
9/1/94,462.709991
8/1/94,475.48999
7/1/94,458.26001
6/1/94,444.269989
5/2/94,456.5
4/4/94,450.910004
3/1/94,445.769989
2/1/94,467.140015
1/3/94,481.609985
12/1/93,466.450012
11/1/93,461.790009
10/1/93,467.829987
9/1/93,458.929993
8/2/93,463.559998
7/1/93,448.130005
6/1/93,450.529999
5/3/93,450.190002
4/1/93,440.190002
3/1/93,451.670013
2/1/93,443.380005
1/4/93,438.779999
12/1/92,435.709991
11/2/92,431.350006
10/1/92,418.679993
9/1/92,417.799988
8/3/92,414.029999
7/1/92,424.209991
6/1/92,408.140015
5/1/92,415.350006
4/1/92,414.950012
3/2/92,403.690002
2/3/92,412.700012
1/2/92,408.779999
12/2/91,417.089996
11/1/91,375.220001
10/1/91,392.450012
9/3/91,387.859985
8/1/91,395.429993
7/1/91,387.809998
6/3/91,371.160004
5/1/91,389.829987
4/1/91,375.339996
3/1/91,375.220001
2/1/91,367.070007
1/2/91,343.929993
12/3/90,330.220001
11/1/90,322.220001
10/1/90,304
9/4/90,306.049988
8/1/90,322.559998
7/2/90,356.149994
6/1/90,358.019989
5/1/90,361.230011
4/2/90,330.799988
3/1/90,339.940002
2/1/90,331.890015
1/2/90,329.079987
12/1/89,353.399994
11/1/89,345.98999
10/2/89,340.359985
9/1/89,349.149994
8/1/89,351.450012
7/3/89,346.079987
6/1/89,317.980011
5/1/89,320.519989
4/3/89,309.640015
3/1/89,294.869995
2/1/89,288.859985
1/3/89,297.470001
12/1/88,277.720001
11/1/88,273.700012
10/3/88,278.970001
9/1/88,271.910004
8/1/88,261.519989
7/1/88,272.019989
6/1/88,273.5
5/2/88,262.160004
4/4/88,261.329987
3/1/88,258.890015
2/1/88,267.820007
1/4/88,257.070007
12/1/87,247.080002
11/2/87,230.300003
10/1/87,251.789993
9/1/87,321.829987
8/3/87,329.799988
7/1/87,318.660004
6/1/87,304
5/1/87,290.100006
4/1/87,288.359985
3/2/87,291.700012
2/2/87,284.200012
1/2/87,274.079987
12/1/86,242.169998
11/3/86,249.220001
10/1/86,243.979996
9/2/86,231.320007
8/1/86,252.929993
7/1/86,236.119995
6/2/86,250.839996
5/1/86,247.350006
4/1/86,235.520004
3/3/86,238.899994
2/3/86,226.919998
1/2/86,211.779999
12/2/85,211.279999
11/1/85,202.169998
10/1/85,189.820007
9/3/85,182.080002
8/1/85,188.630005
7/1/85,190.919998
6/3/85,191.850006
5/1/85,189.550003
4/1/85,179.830002
3/1/85,180.660004
2/1/85,181.179993
1/2/85,179.630005
12/3/84,167.240005
11/1/84,163.580002
10/1/84,166.089996
9/4/84,166.100006
8/1/84,166.679993
7/2/84,150.660004
6/1/84,153.179993
5/1/84,150.550003
4/2/84,160.050003
3/1/84,159.179993
2/1/84,157.059998
1/3/84,163.410004
12/1/83,164.929993
11/1/83,166.399994
10/3/83,163.550003
9/1/83,166.070007
8/1/83,164.399994
7/1/83,162.559998
6/1/83,167.639999
5/2/83,162.389999
4/4/83,164.429993
3/1/83,152.960007
2/1/83,148.059998
1/3/83,145.300003
12/1/82,140.639999
11/1/82,138.529999
10/1/82,133.720001
9/1/82,120.419998
8/2/82,119.510002
7/1/82,107.089996
6/1/82,109.610001
5/3/82,111.879997
4/1/82,116.440002
3/1/82,111.959999
2/1/82,113.110001
1/4/82,120.400002
12/1/81,122.550003
11/2/81,126.349998
10/1/81,121.889999
9/1/81,116.18
8/3/81,122.790001
7/1/81,130.919998
6/1/81,131.210007
5/1/81,132.589996
4/1/81,132.809998
3/2/81,136
2/2/81,131.270004
1/2/81,129.550003
12/1/80,135.759995
11/3/80,140.520004
10/1/80,127.470001
9/2/80,125.459999
8/1/80,122.379997
7/1/80,121.669998
6/2/80,114.239998
5/1/80,111.239998
4/1/80,106.290001
3/3/80,102.089996
2/1/80,113.660004
1/2/80,114.160004
12/3/79,107.940002
11/1/79,106.160004
10/1/79,101.82
9/4/79,109.32
8/1/79,109.32
7/2/79,103.809998
6/1/79,102.910004
5/1/79,99.080002
4/2/79,101.760002
3/1/79,101.589996
2/1/79,96.279999
1/2/79,99.93
12/1/78,96.110001
11/1/78,94.699997
10/2/78,93.150002
9/1/78,102.540001
8/1/78,103.290001
7/3/78,100.68
6/1/78,95.529999
5/1/78,97.239998
4/3/78,96.830002
3/1/78,89.209999
2/1/78,87.040001
1/3/78,89.25
12/1/77,95.099998
11/1/77,94.830002
10/3/77,92.339996
9/1/77,96.529999
8/1/77,96.769997
7/1/77,98.849998
6/1/77,100.480003
5/2/77,96.120003
4/1/77,98.440002
3/1/77,98.419998
2/1/77,99.82
1/3/77,102.029999
12/1/76,107.459999
11/1/76,102.099998
10/1/76,102.900002
9/1/76,105.239998
8/2/76,102.910004
7/1/76,103.440002
6/1/76,104.279999
5/3/76,100.18
4/1/76,101.639999
3/1/76,102.769997
2/2/76,99.709999
1/2/76,100.860001
12/1/75,90.190002
11/3/75,91.239998
10/1/75,89.040001
9/2/75,83.870003
8/1/75,86.879997
7/1/75,88.75
6/2/75,95.190002
5/1/75,91.150002
4/1/75,87.300003
3/3/75,83.360001
2/3/75,81.589996
1/2/75,76.980003
12/2/74,68.559998
11/1/74,69.970001
10/1/74,73.900002
9/3/74,63.540001
8/1/74,72.150002
7/1/74,79.309998
6/3/74,86
5/1/74,87.279999
4/1/74,90.309998
3/1/74,93.980003
2/1/74,96.220001
1/2/74,96.57
12/3/73,97.550003
11/1/73,95.959999
10/1/73,108.290001
9/4/73,108.43
8/1/73,104.25
7/2/73,108.220001
6/1/73,104.260002
5/1/73,104.949997
4/2/73,106.970001
3/1/73,111.519997
2/1/73,111.68
1/2/73,116.029999
12/1/72,118.050003
11/1/72,116.669998
10/2/72,111.580002
9/1/72,110.550003
8/1/72,111.089996
7/3/72,107.389999
6/1/72,107.139999
5/1/72,109.529999
4/3/72,107.669998
3/1/72,107.199997
2/1/72,106.57
1/3/72,103.940002
12/1/71,102.089996
11/1/71,93.989998
10/1/71,94.230003
9/1/71,98.339996
8/2/71,99.029999
7/1/71,95.580002
6/1/71,98.699997
5/3/71,99.629997
4/1/71,103.949997
3/1/71,100.309998
2/1/71,96.75
1/4/71,95.879997
12/1/70,92.150002
11/2/70,87.199997
10/1/70,83.25
9/1/70,84.300003
8/3/70,81.519997
7/1/70,78.050003
6/1/70,72.720001
5/1/70,76.550003
4/1/70,81.519997
3/2/70,89.629997
2/2/70,89.5
1/2/70,85.019997
12/1/69,92.059998
11/3/69,93.809998
10/1/69,97.120003
9/2/69,93.120003
8/1/69,95.510002
7/1/69,91.830002
6/2/69,97.709999
5/1/69,103.459999
4/1/69,103.690002
3/3/69,101.510002
2/3/69,98.129997
1/2/69,103.010002
12/2/68,103.860001
11/1/68,108.370003
10/1/68,103.410004
9/3/68,102.669998
8/1/68,98.860001
7/1/68,97.739998
6/3/68,99.580002
5/1/68,98.68
4/1/68,97.459999
3/1/68,90.199997
2/1/68,89.360001
1/2/68,92.239998
12/1/67,96.470001
11/1/67,94
10/2/67,93.300003
9/1/67,96.709999
8/1/67,93.639999
7/3/67,94.75
6/1/67,90.639999
5/1/67,89.080002
4/3/67,94.010002
3/1/67,90.199997
2/1/67,86.779999
1/3/67,86.610001
12/1/66,80.330002
11/1/66,80.449997
10/3/66,80.199997
9/1/66,76.559998
8/1/66,77.099998
7/1/66,83.599998
6/1/66,84.739998
5/2/66,86.129997
4/1/66,91.059998
3/1/66,89.230003
2/1/66,91.220001
1/3/66,92.879997
12/1/65,92.43
11/1/65,91.610001
10/1/65,92.419998
9/1/65,89.959999
8/2/65,87.169998
7/1/65,85.25
6/1/65,84.120003
5/3/65,88.419998
4/1/65,89.110001
3/1/65,86.160004
2/1/65,87.43
1/4/65,87.559998
12/1/64,84.75
11/2/64,84.419998
10/1/64,84.860001
9/1/64,84.18
8/3/64,81.830002
7/1/64,83.18
6/1/64,81.690002
5/1/64,80.370003
4/1/64,79.459999
3/2/64,78.980003
2/3/64,77.800003
1/2/64,77.040001
12/2/63,75.019997
11/1/63,73.230003
10/1/63,74.010002
9/3/63,71.699997
8/1/63,72.5
7/1/63,69.129997
6/3/63,69.370003
5/1/63,70.800003
4/1/63,69.800003
3/1/63,66.57
2/1/63,64.290001
1/2/63,66.199997
12/3/62,63.099998
11/1/62,62.259998
10/1/62,56.52
9/4/62,56.27
8/1/62,59.119999
7/2/62,58.23
6/1/62,54.75
5/1/62,59.630001
4/2/62,65.239998
3/1/62,69.550003
2/1/62,69.959999
1/2/62,68.839996
12/1/61,71.550003
11/1/61,71.32
10/2/61,68.620003
9/1/61,66.730003
8/1/61,68.07
7/3/61,66.760002
6/1/61,64.639999
5/1/61,66.559998
4/3/61,65.309998
3/1/61,65.059998
2/1/61,63.439999
1/3/61,61.779999
12/1/60,58.110001
11/1/60,55.540001
10/3/60,53.389999
9/1/60,53.52
8/1/60,56.959999
7/1/60,55.509998
6/1/60,56.919998
5/2/60,55.830002
4/1/60,54.369999
3/1/60,55.34
2/1/60,56.119999
1/4/60,55.610001
12/1/59,59.889999
11/2/59,58.279999
10/1/59,57.52
9/1/59,56.880001
8/3/59,59.599998
7/1/59,60.509998
6/1/59,58.470001
5/1/59,58.68
4/1/59,57.59
3/2/59,55.439999
2/2/59,55.41
1/2/59,55.450001
12/1/58,55.209999
11/3/58,52.48
10/1/58,51.330002
9/2/58,50.060001
8/1/58,47.75
7/1/58,47.189999
6/2/58,45.240002
5/1/58,44.09
4/1/58,43.439999
3/3/58,42.099998
2/3/58,40.84
1/2/58,41.700001
12/2/57,39.990002
11/1/57,41.720001
10/1/57,41.060001
9/3/57,42.419998
8/1/57,45.220001
7/1/57,47.91
6/3/57,47.369999
5/1/57,47.43
4/1/57,45.740002
3/1/57,44.110001
2/1/57,43.259998
1/2/57,44.720001
12/3/56,46.669998
11/1/56,45.080002
10/1/56,45.580002
9/4/56,45.349998
8/1/56,47.509998
7/2/56,49.389999
6/1/56,46.970001
5/1/56,45.200001
4/2/56,48.380001
3/1/56,48.48
2/1/56,45.34
1/3/56,43.82
12/1/55,45.48
11/1/55,45.509998
10/3/55,42.34
9/1/55,43.669998
8/1/55,43.18
7/1/55,43.52
6/1/55,41.029999
5/2/55,37.91
4/1/55,37.959999
3/1/55,36.580002
2/1/55,36.759998
1/3/55,36.630001
12/1/54,35.98
11/1/54,34.240002
10/1/54,31.68
9/1/54,32.310001
8/2/54,29.83
7/1/54,30.879999
6/1/54,29.209999
5/3/54,29.190001
4/1/54,28.26
3/1/54,26.940001
2/1/54,26.15
1/4/54,26.08
12/1/53,24.809999
11/2/53,24.76
10/1/53,24.540001
9/1/53,23.35
8/3/53,23.32
7/1/53,24.75
6/1/53,24.139999
5/1/53,24.540001
4/1/53,24.620001
3/2/53,25.290001
2/2/53,25.9
1/2/53,26.379999
12/1/52,26.57
11/3/52,25.66
10/1/52,24.52
9/2/52,24.540001
8/1/52,25.030001
7/1/52,25.4
6/2/52,24.959999
5/1/52,23.860001
4/1/52,23.32
3/3/52,24.370001
2/1/52,23.26
1/2/52,24.139999
12/3/51,23.77
11/1/51,22.879999
10/1/51,22.940001
9/4/51,23.26
8/1/51,23.280001
7/2/51,22.4
6/1/51,20.959999
5/1/51,21.52
4/2/51,22.43
3/1/51,21.48
2/1/51,21.799999
1/2/51,21.66
12/1/50,20.43
11/1/50,19.51
10/2/50,19.530001
9/1/50,19.450001
8/1/50,18.42
7/3/50,17.84
6/1/50,17.690001
5/1/50,18.780001
4/3/50,17.959999
3/1/50,17.290001
2/1/50,17.219999
1/3/50,17.049999