age,sex,weight,height,armc
37,2,13.2,95.3,15.4
24,1,7,71,12
47,1,10.5,84.8,13.6
20,1,7.3,73.1,12.6
33,2,7.7,82.3,10.7
14,1,7.2,69.2,12.6
25,1,8.2,78.4,12.6
25,2,10.3,85.2,13.7
41,2,12.2,98.1,14
24,1,10.7,84.3,14
50,1,11.4,98.9,10.7
35,1,10.9,82.6,15.6
20,2,7.3,71.6,13.6
52,1,15.1,106.7,15.3
36,1,11.4,93.8,13.6
49,1,11.9,97.4,13
30,1,12.1,80.8,16.6
58,1,15.7,102.5,15.5
25,1,10.2,80.2,14.8
49,2,14.4,93.5,14.7
19,1,8.6,78.2,13
37,1,8.1,83.5,10.4
60,1,15.3,104,15.4
49,1,14.3,99.8,14.2
39,1,11.8,92.5,14.2
53,1,12.9,97.5,14.3
53,1,13.3,95.5,14.8
42,1,12.7,92.8,14.3
44,2,10.8,86,14.4
16,1,8.5,74.8,13.5
54,1,14.5,99.5,14.7
25,1,8.5,73.6,13.9
21,1,6.5,70.1,10.9
36,1,12,87.6,14.8
27,1,11.1,83,14.9
30,1,13.2,93.6,15.2
56,1,13.1,97.9,12.9
54,1,12.8,93.2,14.2
27,1,11.8,83.1,15.5
49,1,13.5,91.5,15.2
18,2,8.2,77,13.4
47,2,12.1,92,14
51,1,12.1,89.3,14.7
24,2,9.2,78.1,13.2
60,2,15.2,94.4,15.6
50,2,12.9,95.7,14.6
59,2,15.5,104,16.5
36,1,11,89.3,13.3
51,1,12.7,95,14
53,2,13.6,95,14.7
31,2,9.1,75.4,12.5
30,1,9.6,80.7,13.5
48,2,14.2,93,16
57,1,13.9,96.7,15
35,2,11.1,86.7,13.8
32,2,11,88.5,13.2
24,1,8.6,75.7,13.7
16,1,8.7,74.1,14
36,1,12.3,89.3,14
37,1,14.1,93.1,16.5
55,1,13.3,95.9,15.2
35,2,10.9,84.3,14.7
24,2,8.5,78.5,13.3
40,1,11,90,14.5
22,2,7.3,70.3,12.9
47,1,14.7,100.9,14.1
39,2,11.7,85.6,14.9
31,1,10.5,81.5,14.6
23,1,8.1,75.8,12.9
38,1,11.5,89.8,13.9
33,1,9.9,83.5,13
43,1,13,97.5,13.8
50,2,10.4,87.8,13.4
16,1,9,75.5,15.6
13,1,6.6,68.9,12.5
35,2,10.1,80,14.7
21,2,9.7,81.9,14.7
22,1,8.2,77.6,12.2
45,1,10.9,83.1,14.5
45,1,15.4,101.5,15.5
23,1,9,79,13.7
50,1,14.6,98.2,15.6
34,1,12.1,91.4,14
27,2,7.7,74.3,13.4
25,1,10,80.5,13.3
24,2,10.3,79.2,14.6
34,1,10,80,14.2
45,1,14,99.3,14
36,2,10.1,82.4,13.1
57,1,15.1,100.8,15.1
37,1,12.9,90.7,14.9
27,1,11.5,85.7,14.5
36,2,9.5,82.1,13.7
34,1,9,82.2,13.3
35,1,10.5,82.3,15.7
49,1,12.5,94.7,13.5
30,1,10.8,84,14
32,2,10.2,87.8,13.3
52,1,15.1,102.2,15.6
37,1,12.5,91.5,14.6
43,2,11.8,92,14.5
15,1,9.1,76.1,15.1
37,2,8.9,78.7,13.3
34,1,11.6,89.6,13.8
20,2,7.3,73,12.6
36,2,10.9,84,15.1
24,1,8.4,74.4,14.3
54,2,12.3,93.5,14.9
20,2,7.3,72.6,13.5
55,2,15,91.1,17.7
22,1,9.6,79.5,14.9
38,2,11,85.3,13.9
33,1,10.4,84.8,14.8
23,2,9.6,81.3,14.5
33,1,12.5,86.5,15.4
14,2,6.8,68.5,13
37,2,10.1,82.6,14.2
56,2,10.1,89.5,13.5
60,1,12.2,97.3,12.9
47,1,14.3,100.6,15.5
35,2,10.8,83,15.4
28,1,9.7,85.7,13.2
56,2,12.5,85,15.5
24,1,9.5,81,13.7
14,1,8.2,74.8,14.2
18,2,8.9,80.6,13.8
23,2,9.2,77.3,14.4
27,2,7.6,70.2,13.1
57,2,12.9,91.5,15
32,2,12,87.7,15
25,1,9.9,80,14.5
21,2,8.7,76.8,14
44,2,12,91.2,14.2
13,2,7.2,71.1,13.4
25,2,8.8,76.9,13.7
24,2,8.8,78.2,13
40,2,11.4,86.3,14.9
22,1,7.1,75.6,11.7
49,2,13.9,98.8,15.8
24,2,9.1,82.5,13.5
50,1,13.7,100.6,14.1
50,1,13.2,99.2,14
37,1,10.6,84.5,13.5
39,1,11.7,86.4,14.6
40,2,11.8,91.4,14
38,1,12.1,92.1,15
22,2,10.1,81.9,14
21,2,9.2,77.3,14.3
26,1,10.2,82.9,14
20,1,9.1,77.5,13.6
52,1,15.8,101.7,16.6
45,1,17.1,100.6,16
33,2,8.9,76.5,13.3
53,2,11.7,87,14.2
14,1,8.1,70.9,14.3
35,2,12,84.2,15.7
25,1,10.7,81.5,15.8
49,2,16.4,98.5,17.4
39,1,10.3,84.4,14.4
16,1,8.1,73.5,13.5
46,2,10.5,84.9,14.8
22,2,9.3,81.2,14.1
60,1,13.2,96.1,13.7
27,1,9,81.5,13.5
19,1,11.2,81,14.8
40,2,12.7,82.5,16.1
45,1,14.4,100.3,15
34,1,12.1,89.7,14.1
15,2,8,72.6,14.1
41,1,13.6,94,15.4
14,1,9.2,71.9,15
47,1,14.5,97,15.3
25,1,10.2,79.5,14.9
49,1,14.8,104,14.9
23,2,9.1,80.5,13.5
45,1,15.1,100.7,15.5
13,1,8.4,74.4,13.8
60,2,12.9,97.4,13.9
21,1,9.3,79.6,13.1
47,1,13.7,94.3,15.4
26,1,10.1,83.5,15
31,2,8.2,74.9,13.4
32,1,10,82.5,13.6
38,2,12,90.2,15.4
57,2,12.7,98.3,13.7
36,1,11.6,89.5,14.6
56,1,11.6,91.5,14.2
31,1,9.3,76.6,13.9
42,2,10.1,85.8,13.2
32,2,8,75.1,13.4
55,1,12.7,95.7,14.4
35,2,9.3,81.5,14
19,1,9.5,83,13.7
22,2,9.1,78.1,13.7
28,1,8.5,73.2,13.2
36,1,10.9,82.5,14.7
30,2,8.9,78,13.2
53,2,13.7,95.7,15.5
41,2,14.3,89.8,16.2
26,1,8.6,77.2,12.5
40,1,13.5,92.3,14.9
30,2,8,70.5,13.8
57,1,12.7,88.4,15.8
32,2,12,85.4,14.9
27,1,11.7,85.5,14.5
44,2,11.1,82.4,15.1
24,2,7.6,70.7,12.4
52,2,11.2,84.8,14.1
34,2,12.3,91.3,13.8
34,1,11.5,85.3,13.9
53,2,12.3,95.2,13.9
59,2,11.9,92.4,13.8
17,1,9,79.5,12.4
37,1,10.4,84.8,12.6
30,2,9.6,77.6,14.3
32,1,9.5,78,13.6
14,1,9.2,72.1,14.9
42,2,12.5,90.8,15.5
36,1,9.1,85.3,12.3
24,1,9.6,78.7,13.6
46,2,11.5,88.6,14.5
23,1,9.5,80.5,12.9
47,2,9.9,86,13
39,1,11.3,86.6,14.2
33,1,11.6,81.5,15.7
60,1,13.5,94.1,14
20,1,9.5,78.4,14.3
18,2,10.9,81.5,16
22,1,9.2,80,13.2
33,1,12,78,16.5
38,2,11.5,85,14.8
59,1,13.9,95.1,15.3
21,1,9.1,75,12.8
15,2,7.7,71,13.5
38,2,9.5,84.5,12.7
55,1,13.5,93.5,13.7
28,2,10,84.5,14
32,1,13.3,85.7,16
56,1,15.9,100.1,15.6
21,2,10.2,79.9,15.2
22,2,7.7,71,11.9
21,1,8.8,78.1,13.6
42,2,11.6,89.5,13
60,2,12.8,100,13
28,1,9.6,75.2,13.7
33,1,10.2,83.1,13.5
50,2,12.7,93.8,14.7
29,2,9.2,80,14.2
43,2,12.5,87,15.8
40,1,13.7,94.5,14.3
39,2,11.8,86.3,14.7
24,1,10.8,79.4,14.6
31,2,9.2,76.6,12.8
59,2,12.9,96.2,13.3
34,2,11.5,88.2,14.5
51,1,13.9,93.5,15.8
19,1,10.8,81.5,14.8
58,1,15.9,99.1,16.8
25,2,7.7,76,12.4
13,2,7,68.2,13.5
33,1,10.8,80.1,14.5
32,1,9.9,84,13.2
19,2,8.3,76,13.2
25,1,9.7,77.3,13.4
19,2,8.9,75,13.8
18,2,7.7,70.6,14
15,1,11.3,80.5,15.5
21,1,8.5,75.3,13.5
57,1,14.1,97.4,15.2
48,1,12.9,90.3,15.4
33,2,8.7,76.3,12.6
50,2,11,94,12.5
39,2,9.4,78,13.4
38,2,9.3,79.5,13.1
18,1,10.6,79.3,14.5
47,1,12.7,90.3,15
45,2,7.5,76,10.5
26,1,11.7,85.5,15.3
48,1,14.7,95.8,15.2
26,1,9.3,77,13.6
43,2,11.6,85.1,14.5
42,2,11.7,85,14.4
29,1,11.5,84,16
30,2,10.5,76,14.8
51,2,13.2,88.6,16
37,1,13.1,92.2,14
33,1,12.2,86.2,14.1
34,1,9.9,82.5,13.5
40,1,13,88.2,15.2
13,2,8.8,71.6,15.1
37,2,13.5,85,16.2
40,1,12,85.4,15
27,2,11,79.7,14.5
56,1,14.6,99.5,14.5
33,1,8.8,76.6,13.1
58,2,13.6,98,14.7
23,1,10,82,14
15,2,7.4,71.2,13.4
53,1,12.3,91.1,15.1
53,1,12,89.1,13.8
33,1,12.2,87.3,16.1
45,1,10.9,80.7,14.7
41,1,10.2,86.1,12
33,1,10.5,82,14.5
13,1,9.2,72.2,14.5
42,2,12.3,89.6,15.3
23,2,8.1,73.6,13.5
19,1,8.2,71.8,13.4
17,2,7,68.2,11.6
28,1,8.1,74.8,12.2
34,2,11.3,80.3,14.5
56,2,12.1,89,14.1
34,2,12.5,89.4,15.2
27,2,8.2,72.8,12.5
43,2,10.9,88.2,13.5
35,2,10.3,81,13.7
35,2,10,84.6,12.4
17,2,8.8,74.4,13.7
53,2,12.1,87.5,13.5
28,1,9.6,80.7,13.6
19,2,7.9,75.2,12.4
40,2,11.1,92,14
20,1,10,77.4,14.5
18,1,8.2,75,11.8
26,1,9.6,81.4,13.5
25,1,9,80.4,12.5
50,2,12.3,98.8,13.4
15,2,7.6,71.2,12.6
38,2,12.8,93.4,14.5
13,2,7.4,70,13.1
52,1,13,92,14.2
31,1,10.6,80.6,14.3
27,2,9.6,78.2,13.3
36,2,9.8,80.3,12.8
50,1,11.1,88.3,13.7
18,1,9.1,77,14.3
46,1,12.3,90.7,14.2
19,2,7.7,72.6,12.5
29,2,10.4,81.5,13.8
52,1,13.4,95,14.5
20,1,10.9,79.6,15.4
21,2,9.3,76,13.9
45,1,9.9,81,13.7
39,2,11.2,82,15.5
25,2,7.9,76.2,11.2
50,2,12.9,92.7,15.2
56,2,12.9,97.3,14
50,2,13.5,94,14.1
23,2,9.3,78.5,13
27,2,8.1,75.5,13.5
48,1,12.9,93.8,14
30,2,11.1,84.8,15
59,1,11.1,83.5,13.4
51,2,13.7,88.7,15.8
17,2,8.3,75.1,13.2
51,2,13.9,97,15.8
37,1,12.2,85.8,14.8
13,2,5.7,63.6,11
43,2,8.5,74,12.8
37,2,11.4,81.6,14.3
43,2,9.9,83.5,13.7
13,2,8.2,73.3,14.1
15,1,8.9,73.5,13.3
17,2,8.2,75.9,13.3
51,1,12,93,13.2
27,1,10,83.6,12.1
36,2,12.4,90.5,13.7
33,1,12.1,87.1,15.4
39,1,12.3,88.1,14.3
29,1,10.9,82,14.3
45,2,10.2,84,13.4
58,2,14.3,105,14.5
31,2,10.3,84.3,13.9
47,2,10.2,82.4,12.6
50,2,12.1,94,14.1
33,1,9.7,76.9,13.4
54,1,11.7,87.5,14.1
33,1,10.9,83.7,13.7
57,1,12.3,94.8,14
26,1,10.2,81,13.6
32,1,10.1,82,13.8
48,1,10.7,82.7,14
35,2,12.5,87,15.5
53,2,13.1,93,14.8
35,1,11.5,78.5,15.3
52,1,14.4,93.8,14.9
20,1,10.6,79.9,15.2
24,2,8.5,74.3,13.1
56,2,10.9,94.2,13.5
14,2,9,78,14.2
18,2,8.8,74.6,13.7
26,2,9.5,81,13.9
25,2,9.5,77.3,14
54,2,13.6,97,14.9
41,1,11.2,81.9,15
15,1,8.9,75.4,13.5
34,2,10.5,84.3,13.7
22,1,8.7,76.2,13.8
44,2,13.1,92.3,14.5
24,1,10.3,82.3,14.5
57,1,14.7,98,14.8
50,2,12.4,94.3,13.8
49,1,12,92,13.3
26,1,10.9,81.7,13.7
50,2,13.8,96.3,14.8
21,2,9,75.3,14.9
38,1,13,88.6,15.5
48,2,11.5,90,13.5
44,2,14.3,96.4,15.3
34,1,10.7,85.5,13.6
34,2,11.8,88.5,13.6
34,1,12.5,82.1,16.2
36,2,10,81.9,14.5
60,2,13.7,100.3,13.7
53,1,12.8,90.3,14.7
18,2,7.8,72.3,12.4
35,1,11.4,78.5,14
44,1,12.1,90,13.2
18,1,8.6,77.5,14
53,1,13.7,96.2,14.5
46,1,13.2,89.6,15.8
44,2,9.8,84.9,14.6
41,2,11.9,94.5,14.1
48,1,13.7,100.8,13
14,2,7.8,73.6,12.9
13,1,9.5,75.5,15
42,2,13.3,92.2,15.8
48,2,10.2,91.8,11.8
36,1,10.2,81,14.4
31,2,9.3,82.8,12.6
36,2,11.5,86.3,14.5
22,1,10,78.8,14.9
26,1,8.8,75.1,12.6
38,1,13,88.3,14.6
26,1,6.3,72.5,10.8
39,2,12,83.8,14
50,2,12.9,88,15.4
34,1,10.9,82.9,14.2
22,1,10.1,80.2,13.8
43,1,10.3,86.5,12.7
15,2,7.9,71.8,13.2
22,1,11,83.1,14.7
37,1,9.6,81.2,12.8
23,2,7.9,74.8,12.5
40,2,10.5,86,13.9
22,1,9.3,81.7,12.5
16,1,8.3,77.8,13.1
36,1,9.9,80,14.5
24,1,9.9,79.2,13.9
34,2,8.7,79.4,13.7
58,1,13,99.7,14
38,2,8.3,75.3,11.6
28,1,9.2,80.5,13
42,2,10.6,88.2,13.3
38,2,10.2,84.7,14
23,1,7.8,75,13.5
31,2,8,75.3,13.6
60,2,13.9,98,15.4
58,2,11.8,87.6,14.5
20,2,8.7,76.7,13.7
52,2,13,92.7,15.5
41,2,12.5,86.7,15.4
14,1,7.1,72,13.3
57,2,14.8,100.5,17
37,1,11.3,87.2,14.2
44,2,12.9,91.2,15.1
15,2,6.3,70,12.4
36,1,9.1,84.2,12.7
14,2,6.9,68,13
53,1,11.7,90.5,13.8
15,1,7.8,72.5,13.8
36,2,11,91.5,13.9
35,2,9.6,79.4,14.8
17,1,6.8,70.5,12.3
13,1,8.8,71.2,15
13,2,5.3,66,10.7
19,1,7.7,78,12.8
40,2,12.7,92,14.5
47,2,12.2,95,14.1
56,1,12.9,91.8,13.9
60,2,13.7,99.8,14.8
45,1,11.6,86.9,14.1
43,2,8.3,84,12
52,1,11.6,94.1,13
39,1,11.3,89.4,14.3
25,2,8.3,73.1,13.5
40,2,10.8,84,14.1
29,2,10.4,83.2,13.8
59,2,15.8,108.5,14.3
27,1,9.4,79.6,13
46,1,12.6,95.2,14.3
33,2,9.4,80,13.5
25,2,7.2,69,13.5
18,2,8,74.9,13.2
43,2,11.6,86,14.4
49,1,11.8,92.2,14.3
32,1,9.1,77.7,13.4
44,2,11.9,90.2,13.7
30,2,11.3,82.7,14
35,2,11.7,84,15.4
43,2,11.9,83.6,14.5
26,1,10,80.5,13.3
57,2,14,100,13.9
44,2,10.7,84.7,12.8
58,2,13.8,99.4,14.1
46,1,13.4,94.4,14.4
40,1,12.5,91.2,14.2
56,2,11.7,94.5,13.2
25,1,9.5,74.4,12.8
60,1,12.5,94.7,12.6
13,2,7,67.7,12.8
40,2,9.9,85.4,12.5
38,1,10.4,82.5,13.6
56,1,15.3,99.2,15.1
25,2,9.1,77.5,13.1
51,1,13.2,96.9,14
14,1,6.4,65.6,11.5
26,1,10,81.3,13
15,2,4.2,64.4,10.7
45,2,11.5,85,15
15,1,7.4,69,12.7
35,1,13.3,88.6,15.4
21,1,8.7,71.4,13.7
37,1,12.7,83.5,15
13,2,9.5,74.5,13.9
27,1,8.4,73.3,13
56,1,12.5,89,14.3
25,1,11.7,84.6,14.8
17,2,7.3,72.8,11.5
34,1,12.8,82,15.4
56,2,14.6,98.2,14.3
26,2,9.5,79.5,13.3
52,1,15.8,101.9,15.5
17,1,10,78.4,13.8
41,2,12.2,88.2,14.3
29,1,11.7,87.5,13.8
38,2,10,86.4,13.5
25,1,11.4,87.2,14.4
45,1,10.7,85.7,12.9
50,2,14.5,102.6,13.5
33,2,9.9,83.8,13.7
47,2,12.2,86.5,14.1
40,1,11,83.2,14.2
16,1,8.8,74.1,12.9
53,2,12.5,87.4,14.3
53,2,12.6,91.3,13.4
49,1,14.1,93.7,15.1
41,1,11.1,85.5,13.9
41,1,11.2,85.8,13.9
50,2,13.3,100.7,13.4
54,1,14.4,104.5,14
27,2,11,80.7,13.7
15,2,8,68.8,14
43,2,11.8,81,14.5
58,1,14.7,96.2,15
26,2,8,72.8,12.4
31,2,9.8,82,12.5
59,1,14.5,98,13.9
52,1,11.4,87.2,13.3
22,2,10.9,82.3,14.4
40,2,13.5,94,14.4
43,1,12,85.3,14.9
22,2,9.3,79.8,13.7
41,2,14.9,100.4,15.2
29,1,11.1,83.2,14.4
35,1,10.7,86.1,13.4
48,2,11.1,85,13.9
28,2,8.5,76.2,12.7
60,2,11.5,90.7,13.4
29,1,11.1,84.5,13.8
49,2,12.9,90,14.5
41,1,11,85,13.5
30,1,9.4,84.2,12.4
40,1,10.6,83,13.2
46,1,13.4,95.5,14.3
27,1,9.6,75,14
31,1,13,83.2,15.5
30,1,11.8,80.3,14.4
55,2,14.1,95.5,14
16,2,8.2,70,13
46,1,12.1,92.6,13.5
21,1,8.5,74.9,12.5
26,1,9.4,81.4,12.5
44,2,11.2,87.9,14.4
15,1,9.1,72.2,14.4
16,2,7,70.2,12.5
54,2,15.2,98.7,14.1
60,2,12.3,94,13
19,2,8.4,74.4,13.1
31,2,11.1,85.5,13.2
55,2,14,94,13.9
17,2,4.5,59.4,10.2
52,1,12.3,92,14.4
53,1,15.2,98.4,15.1
22,1,10.2,79.2,13.9
47,1,10.4,82.5,14
55,2,11.2,93.2,13.6
24,1,9.6,79,13.5
47,1,11.9,89.7,13.9
51,1,12.2,88.5,14.2
48,1,12.6,89.7,14.9
54,1,14,97,14.6
25,1,9.1,78.8,12.5
55,2,13.4,95.8,14.5
28,1,10.8,82.5,13.7
22,2,12.2,86,14.1
38,1,14.3,92.7,14.9
13,1,7.5,68.8,12.5
34,2,10.9,81.7,13.9
29,1,9.9,77.7,13.5
49,1,13,86,15.5
15,2,7.5,66.7,13.4
32,1,8.8,71.2,14.1
14,1,8,70.6,13.4
15,2,8,74.3,12.8
48,1,14,93.5,14.3
25,2,9.1,74,14
18,1,6.8,73.5,12
49,1,12.6,92.5,13.8
45,2,11.1,81.5,14.5
39,1,11.5,87.5,13.1
16,1,8.1,69.5,12.4
41,2,11.8,83.4,14.1
36,2,9,77.6,12.5
35,1,9.5,79.5,12.6
46,1,15,96,15.1
54,2,12.2,85.6,14.4
26,2,9.1,75.1,13.9
52,1,14.8,95.8,14.7
32,2,10.4,81.6,14.5
52,1,13.1,89,14.8
13,1,6.5,68.4,12
39,2,12.5,91,14.2
49,1,12.2,88.6,13.5
13,2,6.7,66.5,11.5
47,2,11,85.3,11.8
17,1,8.5,76,12.5
49,1,12,88.6,14.4
48,1,11.1,89.2,13.9
22,2,6.9,69.7,12
55,2,13,96.2,13.3
21,2,7.5,73.1,11.7
32,1,11.7,84.2,14.5
57,1,15.1,103,13.7
42,2,9.7,81.3,12.8
18,1,7.3,68,11.7
44,1,12.7,84.1,15
14,2,6.9,69.9,12.5
28,1,8.3,73.4,13.4
54,2,15,101.3,14.1
39,2,14.6,96.4,15.3
38,1,13.5,95.3,14.4
30,1,8.6,75.9,12.5
59,1,12.6,93.2,13.3
39,1,11.6,82,15.3
30,1,8.8,78.5,12.7
28,1,8.4,74.4,13.1
45,1,11,88.9,13.1
38,2,11.6,86,13.7
13,1,7.5,76.8,12.8
50,2,14.2,101.8,14.7
22,2,5.9,66.9,11.2
26,2,9.8,80.3,13
26,2,9.6,77.4,13.4
50,1,14.2,96.6,14.3
33,2,10.3,79,14.3
15,2,7.3,69.4,13.3
37,2,12.1,88.8,13.8
24,1,10,78.6,13.2
13,1,6.8,69,11.8
13,1,8.4,71,13.5
50,2,12,89.5,13.3
25,1,13.6,86.4,15.5
25,1,13.3,89.1,14.9
48,2,16.3,107.5,14.7
38,1,11,84.6,13.8
49,2,14.9,96,14.9
16,2,6.2,67,10.8
51,1,16.8,99.8,17
44,1,12,85.4,14.4